date,hour,day_of_week,is_weekend,demand_orders,is_peak
2025-02-22,9,Saturday,TRUE,36933,TRUE
2025-02-22,10,Saturday,TRUE,37716,TRUE
2025-02-22,11,Saturday,TRUE,39990,TRUE
2025-02-22,12,Saturday,TRUE,43483,TRUE
2025-02-22,13,Saturday,TRUE,49564,TRUE
2025-02-22,14,Saturday,TRUE,51302,TRUE
2025-02-22,15,Saturday,TRUE,48823,TRUE
2025-02-22,16,Saturday,TRUE,48042,TRUE
2025-02-22,17,Saturday,TRUE,49859,TRUE
2025-02-22,18,Saturday,TRUE,47688,TRUE
2025-02-22,19,Friday,FALSE,37506,TRUE
2025-02-22,20,Friday,FALSE,28567,FALSE
2025-02-22,21,Friday,FALSE,21880,FALSE
2025-02-22,22,Friday,FALSE,17342,FALSE
2025-02-22,23,Friday,FALSE,13930,FALSE
2025-02-23,0,Sunday,TRUE,11791,FALSE
2025-02-23,1,Sunday,TRUE,14401,FALSE
2025-02-23,2,Sunday,TRUE,16932,FALSE
2025-02-23,3,Sunday,TRUE,19590,FALSE
2025-02-23,4,Sunday,TRUE,25263,FALSE
2025-02-23,5,Sunday,TRUE,30349,FALSE
2025-02-23,6,Sunday,TRUE,32018,FALSE
2025-02-23,7,Sunday,TRUE,31977,FALSE
2025-02-23,8,Sunday,TRUE,33166,FALSE
2025-02-23,9,Sunday,TRUE,33632,FALSE
2025-02-23,10,Sunday,TRUE,33218,FALSE
2025-02-23,11,Sunday,TRUE,33117,FALSE
2025-02-23,12,Sunday,TRUE,33019,FALSE
2025-02-23,13,Sunday,TRUE,35203,FALSE
2025-02-23,14,Sunday,TRUE,33124,FALSE
2025-02-23,15,Sunday,TRUE,30281,FALSE
2025-02-23,16,Sunday,TRUE,28438,FALSE
2025-02-23,17,Sunday,TRUE,27145,FALSE
2025-02-23,18,Sunday,TRUE,21781,FALSE
2025-02-23,19,Saturday,TRUE,41637,TRUE
2025-02-23,20,Saturday,TRUE,33683,FALSE
2025-02-23,21,Saturday,TRUE,26001,FALSE
2025-02-23,22,Saturday,TRUE,20134,FALSE
2025-02-23,23,Saturday,TRUE,15795,FALSE
2025-02-24,0,Monday,FALSE,12318,FALSE
2025-02-24,1,Monday,FALSE,22090,FALSE
2025-02-24,2,Monday,FALSE,34987,FALSE
2025-02-24,3,Monday,FALSE,41704,TRUE
2025-02-24,4,Monday,FALSE,33429,FALSE
2025-02-24,5,Monday,FALSE,27443,FALSE
2025-02-24,6,Monday,FALSE,24929,FALSE
2025-02-24,7,Monday,FALSE,25409,FALSE
2025-02-24,8,Monday,FALSE,26766,FALSE
2025-02-24,9,Monday,FALSE,29736,FALSE
2025-02-24,10,Monday,FALSE,30730,FALSE
2025-02-24,11,Monday,FALSE,31016,FALSE
2025-02-24,12,Monday,FALSE,34709,FALSE
2025-02-24,13,Monday,FALSE,34821,FALSE
2025-02-24,14,Monday,FALSE,30985,FALSE
2025-02-24,15,Monday,FALSE,29183,FALSE
2025-02-24,16,Monday,FALSE,27217,FALSE
2025-02-24,17,Monday,FALSE,24302,FALSE
2025-02-24,18,Monday,FALSE,19584,FALSE
2025-02-24,19,Sunday,TRUE,14689,FALSE
2025-02-24,20,Sunday,TRUE,8310,FALSE
2025-02-24,21,Sunday,TRUE,5695,FALSE
2025-02-24,22,Sunday,TRUE,5079,FALSE
2025-02-24,23,Sunday,TRUE,7908,FALSE
2025-02-25,0,Tuesday,FALSE,11366,FALSE
2025-02-25,1,Tuesday,FALSE,21234,FALSE
2025-02-25,2,Tuesday,FALSE,35701,FALSE
2025-02-25,3,Tuesday,FALSE,42859,TRUE
2025-02-25,4,Tuesday,FALSE,34363,FALSE
2025-02-25,5,Tuesday,FALSE,28176,FALSE
2025-02-25,6,Tuesday,FALSE,25005,FALSE
2025-02-25,7,Tuesday,FALSE,25229,FALSE
2025-02-25,8,Tuesday,FALSE,27554,FALSE
2025-02-25,9,Tuesday,FALSE,30819,FALSE
2025-02-25,10,Tuesday,FALSE,31508,FALSE
2025-02-25,11,Tuesday,FALSE,32139,FALSE
2025-02-25,12,Tuesday,FALSE,36954,TRUE
2025-02-25,13,Tuesday,FALSE,37591,TRUE
2025-02-25,14,Tuesday,FALSE,35009,FALSE
2025-02-25,15,Tuesday,FALSE,32962,FALSE
2025-02-25,16,Tuesday,FALSE,31216,FALSE
2025-02-25,17,Tuesday,FALSE,28305,FALSE
2025-02-25,18,Tuesday,FALSE,23006,FALSE
2025-02-25,19,Monday,FALSE,12982,FALSE
2025-02-25,20,Monday,FALSE,7161,FALSE
2025-02-25,21,Monday,FALSE,4753,FALSE
2025-02-25,22,Monday,FALSE,4303,FALSE
2025-02-25,23,Monday,FALSE,6920,FALSE
2025-02-26,0,Wednesday,FALSE,11832,FALSE
2025-02-26,1,Wednesday,FALSE,21867,FALSE
2025-02-26,2,Wednesday,FALSE,35564,FALSE
2025-02-26,3,Wednesday,FALSE,42325,TRUE
2025-02-26,4,Wednesday,FALSE,34974,FALSE
2025-02-26,5,Wednesday,FALSE,28939,FALSE
2025-02-26,6,Wednesday,FALSE,26359,FALSE
2025-02-26,7,Wednesday,FALSE,27118,FALSE
2025-02-26,8,Wednesday,FALSE,28705,FALSE
2025-02-26,9,Wednesday,FALSE,31974,FALSE
2025-02-26,10,Wednesday,FALSE,32545,FALSE
2025-02-26,11,Wednesday,FALSE,34553,FALSE
2025-02-26,12,Wednesday,FALSE,38772,TRUE
2025-02-26,13,Wednesday,FALSE,40189,TRUE
2025-02-26,14,Wednesday,FALSE,37673,TRUE
2025-02-26,15,Wednesday,FALSE,35933,FALSE
2025-02-26,16,Wednesday,FALSE,34845,FALSE
2025-02-26,17,Wednesday,FALSE,32399,FALSE
2025-02-26,18,Wednesday,FALSE,25951,FALSE
2025-02-26,19,Tuesday,FALSE,14072,FALSE
2025-02-26,20,Tuesday,FALSE,8221,FALSE
2025-02-26,21,Tuesday,FALSE,5512,FALSE
2025-02-26,22,Tuesday,FALSE,4781,FALSE
2025-02-26,23,Tuesday,FALSE,7487,FALSE
2025-02-27,0,Thursday,FALSE,12728,FALSE
2025-02-27,1,Thursday,FALSE,22575,FALSE
2025-02-27,2,Thursday,FALSE,37001,TRUE
2025-02-27,3,Thursday,FALSE,45763,TRUE
2025-02-27,4,Thursday,FALSE,38035,TRUE
2025-02-27,5,Thursday,FALSE,31380,FALSE
2025-02-27,6,Thursday,FALSE,29537,FALSE
2025-02-27,7,Thursday,FALSE,29888,FALSE
2025-02-27,8,Thursday,FALSE,31515,FALSE
2025-02-27,9,Thursday,FALSE,35333,FALSE
2025-02-27,10,Thursday,FALSE,35931,FALSE
2025-02-27,11,Thursday,FALSE,36512,FALSE
2025-02-27,12,Thursday,FALSE,39608,TRUE
2025-02-27,13,Thursday,FALSE,41023,TRUE
2025-02-27,14,Thursday,FALSE,39477,TRUE
2025-02-27,15,Thursday,FALSE,37635,TRUE
2025-02-27,16,Thursday,FALSE,36703,TRUE
2025-02-27,17,Thursday,FALSE,35289,FALSE
2025-02-27,18,Thursday,FALSE,29885,FALSE
2025-02-27,19,Wednesday,FALSE,16818,FALSE
2025-02-27,20,Wednesday,FALSE,9804,FALSE
2025-02-27,21,Wednesday,FALSE,6422,FALSE
2025-02-27,22,Wednesday,FALSE,5696,FALSE
2025-02-27,23,Wednesday,FALSE,8433,FALSE
2025-02-28,0,Friday,FALSE,12994,FALSE
2025-02-28,1,Friday,FALSE,22138,FALSE
2025-02-28,2,Friday,FALSE,34707,FALSE
2025-02-28,3,Friday,FALSE,42069,TRUE
2025-02-28,4,Friday,FALSE,35653,FALSE
2025-02-28,5,Friday,FALSE,30972,FALSE
2025-02-28,6,Friday,FALSE,29855,FALSE
2025-02-28,7,Friday,FALSE,30348,FALSE
2025-02-28,8,Friday,FALSE,32902,FALSE
2025-02-28,9,Friday,FALSE,36163,FALSE
2025-02-28,10,Friday,FALSE,36047,FALSE
2025-02-28,11,Friday,FALSE,37740,TRUE
2025-02-28,12,Friday,FALSE,41958,TRUE
2025-02-28,13,Friday,FALSE,45480,TRUE
2025-02-28,14,Friday,FALSE,46117,TRUE
2025-02-28,15,Friday,FALSE,43663,TRUE
2025-02-28,16,Friday,FALSE,42285,TRUE
2025-02-28,17,Friday,FALSE,44067,TRUE
2025-02-28,18,Friday,FALSE,42235,TRUE
2025-02-28,19,Thursday,FALSE,21451,FALSE
2025-02-28,20,Thursday,FALSE,13526,FALSE
2025-02-28,21,Thursday,FALSE,9096,FALSE
2025-02-28,22,Thursday,FALSE,7497,FALSE
2025-02-28,23,Thursday,FALSE,9511,FALSE
2025-03-01,0,Saturday,TRUE,12843,FALSE
2025-03-01,1,Saturday,TRUE,14669,FALSE
2025-03-01,2,Saturday,TRUE,18672,FALSE
2025-03-01,3,Saturday,TRUE,24237,FALSE
2025-03-01,4,Saturday,TRUE,28459,FALSE
2025-03-01,5,Saturday,TRUE,30894,FALSE
2025-03-01,6,Saturday,TRUE,32669,FALSE
2025-03-01,7,Saturday,TRUE,33719,FALSE
2025-03-01,8,Saturday,TRUE,35857,FALSE
2025-03-01,9,Saturday,TRUE,37902,TRUE
2025-03-01,10,Saturday,TRUE,38590,TRUE
2025-03-01,11,Saturday,TRUE,39554,TRUE
2025-03-01,12,Saturday,TRUE,40062,TRUE
2025-03-01,13,Saturday,TRUE,44008,TRUE
2025-03-01,14,Saturday,TRUE,49399,TRUE
2025-03-01,15,Saturday,TRUE,49483,TRUE
2025-03-01,16,Saturday,TRUE,48895,TRUE
2025-03-01,17,Saturday,TRUE,49791,TRUE
2025-03-01,18,Saturday,TRUE,48078,TRUE
2025-03-01,19,Friday,FALSE,35652,FALSE
2025-03-01,20,Friday,FALSE,27686,FALSE
2025-03-01,21,Friday,FALSE,21342,FALSE
2025-03-01,22,Friday,FALSE,15232,FALSE
2025-03-01,23,Friday,FALSE,12014,FALSE
2025-03-02,0,Sunday,TRUE,12826,FALSE
2025-03-02,1,Sunday,TRUE,14779,FALSE
2025-03-02,2,Sunday,TRUE,17651,FALSE
2025-03-02,3,Sunday,TRUE,21439,FALSE
2025-03-02,4,Sunday,TRUE,26925,FALSE
2025-03-02,5,Sunday,TRUE,32696,FALSE
2025-03-02,6,Sunday,TRUE,34379,FALSE
2025-03-02,7,Sunday,TRUE,34863,FALSE
2025-03-02,8,Sunday,TRUE,35450,FALSE
2025-03-02,9,Sunday,TRUE,36090,FALSE
2025-03-02,10,Sunday,TRUE,35445,FALSE
2025-03-02,11,Sunday,TRUE,34679,FALSE
2025-03-02,12,Sunday,TRUE,33128,FALSE
2025-03-02,13,Sunday,TRUE,35620,FALSE
2025-03-02,14,Sunday,TRUE,35913,FALSE
2025-03-02,15,Sunday,TRUE,32771,FALSE
2025-03-02,16,Sunday,TRUE,32088,FALSE
2025-03-02,17,Sunday,TRUE,30990,FALSE
2025-03-02,18,Sunday,TRUE,27351,FALSE
2025-03-02,19,Saturday,TRUE,41576,TRUE
2025-03-02,20,Saturday,TRUE,34822,FALSE
2025-03-02,21,Saturday,TRUE,26180,FALSE
2025-03-02,22,Saturday,TRUE,18300,FALSE
2025-03-02,23,Saturday,TRUE,14121,FALSE
2025-03-03,0,Monday,FALSE,12751,FALSE
2025-03-03,1,Monday,FALSE,22886,FALSE
2025-03-03,2,Monday,FALSE,35563,FALSE
2025-03-03,3,Monday,FALSE,43488,TRUE
2025-03-03,4,Monday,FALSE,35361,FALSE
2025-03-03,5,Monday,FALSE,28792,FALSE
2025-03-03,6,Monday,FALSE,26086,FALSE
2025-03-03,7,Monday,FALSE,25989,FALSE
2025-03-03,8,Monday,FALSE,27063,FALSE
2025-03-03,9,Monday,FALSE,30782,FALSE
2025-03-03,10,Monday,FALSE,31272,FALSE
2025-03-03,11,Monday,FALSE,32150,FALSE
2025-03-03,12,Monday,FALSE,34722,FALSE
2025-03-03,13,Monday,FALSE,35708,FALSE
2025-03-03,14,Monday,FALSE,32572,FALSE
2025-03-03,15,Monday,FALSE,30179,FALSE
2025-03-03,16,Monday,FALSE,28403,FALSE
2025-03-03,17,Monday,FALSE,25245,FALSE
2025-03-03,18,Monday,FALSE,20323,FALSE
2025-03-03,19,Sunday,TRUE,16646,FALSE
2025-03-03,20,Sunday,TRUE,8520,FALSE
2025-03-03,21,Sunday,TRUE,5662,FALSE
2025-03-03,22,Sunday,TRUE,5063,FALSE
2025-03-03,23,Sunday,TRUE,7721,FALSE
2025-03-04,0,Tuesday,FALSE,11572,FALSE
2025-03-04,1,Tuesday,FALSE,21249,FALSE
2025-03-04,2,Tuesday,FALSE,35740,FALSE
2025-03-04,3,Tuesday,FALSE,44173,TRUE
2025-03-04,4,Tuesday,FALSE,35351,FALSE
2025-03-04,5,Tuesday,FALSE,28711,FALSE
2025-03-04,6,Tuesday,FALSE,25862,FALSE
2025-03-04,7,Tuesday,FALSE,25736,FALSE
2025-03-04,8,Tuesday,FALSE,27235,FALSE
2025-03-04,9,Tuesday,FALSE,30683,FALSE
2025-03-04,10,Tuesday,FALSE,31405,FALSE
2025-03-04,11,Tuesday,FALSE,32470,FALSE
2025-03-04,12,Tuesday,FALSE,35625,FALSE
2025-03-04,13,Tuesday,FALSE,36591,FALSE
2025-03-04,14,Tuesday,FALSE,34190,FALSE
2025-03-04,15,Tuesday,FALSE,31608,FALSE
2025-03-04,16,Tuesday,FALSE,30786,FALSE
2025-03-04,17,Tuesday,FALSE,28371,FALSE
2025-03-04,18,Tuesday,FALSE,22501,FALSE
2025-03-04,19,Monday,FALSE,12934,FALSE
2025-03-04,20,Monday,FALSE,7143,FALSE
2025-03-04,21,Monday,FALSE,4782,FALSE
2025-03-04,22,Monday,FALSE,4191,FALSE
2025-03-04,23,Monday,FALSE,6671,FALSE
2025-03-05,0,Wednesday,FALSE,11889,FALSE
2025-03-05,1,Wednesday,FALSE,21667,FALSE
2025-03-05,2,Wednesday,FALSE,36176,FALSE
2025-03-05,3,Wednesday,FALSE,43333,TRUE
2025-03-05,4,Wednesday,FALSE,35516,FALSE
2025-03-05,5,Wednesday,FALSE,28826,FALSE
2025-03-05,6,Wednesday,FALSE,26665,FALSE
2025-03-05,7,Wednesday,FALSE,26473,FALSE
2025-03-05,8,Wednesday,FALSE,28937,FALSE
2025-03-05,9,Wednesday,FALSE,32658,FALSE
2025-03-05,10,Wednesday,FALSE,35616,FALSE
2025-03-05,11,Wednesday,FALSE,45324,TRUE
2025-03-05,12,Wednesday,FALSE,44247,TRUE
2025-03-05,13,Wednesday,FALSE,50277,TRUE
2025-03-05,14,Wednesday,FALSE,45260,TRUE
2025-03-05,15,Wednesday,FALSE,41979,TRUE
2025-03-05,16,Wednesday,FALSE,37914,TRUE
2025-03-05,17,Wednesday,FALSE,35357,FALSE
2025-03-05,18,Wednesday,FALSE,26998,FALSE
2025-03-05,19,Tuesday,FALSE,15025,FALSE
2025-03-05,20,Tuesday,FALSE,8401,FALSE
2025-03-05,21,Tuesday,FALSE,5602,FALSE
2025-03-05,22,Tuesday,FALSE,4841,FALSE
2025-03-05,23,Tuesday,FALSE,7102,FALSE
2025-03-06,0,Thursday,FALSE,12475,FALSE
2025-03-06,1,Thursday,FALSE,22182,FALSE
2025-03-06,2,Thursday,FALSE,35745,FALSE
2025-03-06,3,Thursday,FALSE,42055,TRUE
2025-03-06,4,Thursday,FALSE,35929,FALSE
2025-03-06,5,Thursday,FALSE,29592,FALSE
2025-03-06,6,Thursday,FALSE,28989,FALSE
2025-03-06,7,Thursday,FALSE,28322,FALSE
2025-03-06,8,Thursday,FALSE,28699,FALSE
2025-03-06,9,Thursday,FALSE,32000,FALSE
2025-03-06,10,Thursday,FALSE,34246,FALSE
2025-03-06,11,Thursday,FALSE,35699,FALSE
2025-03-06,12,Thursday,FALSE,38561,TRUE
2025-03-06,13,Thursday,FALSE,39912,TRUE
2025-03-06,14,Thursday,FALSE,40265,TRUE
2025-03-06,15,Thursday,FALSE,38762,TRUE
2025-03-06,16,Thursday,FALSE,38275,TRUE
2025-03-06,17,Thursday,FALSE,36952,TRUE
2025-03-06,18,Thursday,FALSE,31159,FALSE
2025-03-06,19,Wednesday,FALSE,16625,FALSE
2025-03-06,20,Wednesday,FALSE,9498,FALSE
2025-03-06,21,Wednesday,FALSE,5838,FALSE
2025-03-06,22,Wednesday,FALSE,5199,FALSE
2025-03-06,23,Wednesday,FALSE,7468,FALSE
2025-03-07,0,Friday,FALSE,13444,FALSE
2025-03-07,1,Friday,FALSE,22563,FALSE
2025-03-07,2,Friday,FALSE,36325,FALSE
2025-03-07,3,Friday,FALSE,42940,TRUE
2025-03-07,4,Friday,FALSE,35236,FALSE
2025-03-07,5,Friday,FALSE,30626,FALSE
2025-03-07,6,Friday,FALSE,29498,FALSE
2025-03-07,7,Friday,FALSE,30712,FALSE
2025-03-07,8,Friday,FALSE,32536,FALSE
2025-03-07,9,Friday,FALSE,35348,FALSE
2025-03-07,10,Friday,FALSE,35594,FALSE
2025-03-07,11,Friday,FALSE,36758,TRUE
2025-03-07,12,Friday,FALSE,40859,TRUE
2025-03-07,13,Friday,FALSE,43627,TRUE
2025-03-07,14,Friday,FALSE,46209,TRUE
2025-03-07,15,Friday,FALSE,42751,TRUE
2025-03-07,16,Friday,FALSE,41213,TRUE
2025-03-07,17,Friday,FALSE,43724,TRUE
2025-03-07,18,Friday,FALSE,42319,TRUE
2025-03-07,19,Thursday,FALSE,21653,FALSE
2025-03-07,20,Thursday,FALSE,13790,FALSE
2025-03-07,21,Thursday,FALSE,8856,FALSE
2025-03-07,22,Thursday,FALSE,7296,FALSE
2025-03-07,23,Thursday,FALSE,8891,FALSE
2025-03-08,0,Saturday,TRUE,11526,FALSE
2025-03-08,1,Saturday,TRUE,14157,FALSE
2025-03-08,2,Saturday,TRUE,18505,FALSE
2025-03-08,3,Saturday,TRUE,23077,FALSE
2025-03-08,4,Saturday,TRUE,27541,FALSE
2025-03-08,5,Saturday,TRUE,30272,FALSE
2025-03-08,6,Saturday,TRUE,32280,FALSE
2025-03-08,7,Saturday,TRUE,33352,FALSE
2025-03-08,8,Saturday,TRUE,35008,FALSE
2025-03-08,9,Saturday,TRUE,35784,FALSE
2025-03-08,10,Saturday,TRUE,36235,FALSE
2025-03-08,11,Saturday,TRUE,37214,TRUE
2025-03-08,12,Saturday,TRUE,40387,TRUE
2025-03-08,13,Saturday,TRUE,42977,TRUE
2025-03-08,14,Saturday,TRUE,48039,TRUE
2025-03-08,15,Saturday,TRUE,47310,TRUE
2025-03-08,16,Saturday,TRUE,46593,TRUE
2025-03-08,17,Saturday,TRUE,48664,TRUE
2025-03-08,18,Saturday,TRUE,47806,TRUE
2025-03-08,19,Friday,FALSE,35546,FALSE
2025-03-08,20,Friday,FALSE,27408,FALSE
2025-03-08,21,Friday,FALSE,20601,FALSE
2025-03-08,22,Friday,FALSE,15102,FALSE
2025-03-08,23,Friday,FALSE,12358,FALSE
2025-03-09,0,Sunday,TRUE,14734,FALSE
2025-03-09,1,Sunday,TRUE,15509,FALSE
2025-03-09,3,Sunday,TRUE,17080,FALSE
2025-03-09,4,Sunday,TRUE,19688,FALSE
2025-03-09,5,Sunday,TRUE,24369,FALSE
2025-03-09,6,Sunday,TRUE,29361,FALSE
2025-03-09,7,Sunday,TRUE,30960,FALSE
2025-03-09,8,Sunday,TRUE,31813,FALSE
2025-03-09,9,Sunday,TRUE,31894,FALSE
2025-03-09,10,Sunday,TRUE,33338,FALSE
2025-03-09,11,Sunday,TRUE,32343,FALSE
2025-03-09,12,Sunday,TRUE,31551,FALSE
2025-03-09,13,Sunday,TRUE,31768,FALSE
2025-03-09,14,Sunday,TRUE,30404,FALSE
2025-03-09,15,Sunday,TRUE,30441,FALSE
2025-03-09,16,Sunday,TRUE,30301,FALSE
2025-03-09,17,Sunday,TRUE,28517,FALSE
2025-03-09,18,Sunday,TRUE,27511,FALSE
2025-03-09,19,Sunday,TRUE,23059,FALSE
2025-03-09,19,Saturday,TRUE,41725,TRUE
2025-03-09,20,Saturday,TRUE,34386,FALSE
2025-03-09,21,Saturday,TRUE,85,FALSE
2025-03-09,22,Saturday,TRUE,26688,FALSE
2025-03-09,23,Saturday,TRUE,19422,FALSE
2025-03-10,0,Monday,FALSE,7664,FALSE
2025-03-10,1,Monday,FALSE,11664,FALSE
2025-03-10,2,Monday,FALSE,20507,FALSE
2025-03-10,3,Monday,FALSE,32967,FALSE
2025-03-10,4,Monday,FALSE,41612,TRUE
2025-03-10,5,Monday,FALSE,33587,FALSE
2025-03-10,6,Monday,FALSE,27455,FALSE
2025-03-10,7,Monday,FALSE,24500,FALSE
2025-03-10,8,Monday,FALSE,24133,FALSE
2025-03-10,9,Monday,FALSE,25509,FALSE
2025-03-10,10,Monday,FALSE,28508,FALSE
2025-03-10,11,Monday,FALSE,28949,FALSE
2025-03-10,12,Monday,FALSE,29371,FALSE
2025-03-10,13,Monday,FALSE,31551,FALSE
2025-03-10,14,Monday,FALSE,31111,FALSE
2025-03-10,15,Monday,FALSE,29698,FALSE
2025-03-10,16,Monday,FALSE,28021,FALSE
2025-03-10,17,Monday,FALSE,26734,FALSE
2025-03-10,18,Monday,FALSE,26294,FALSE
2025-03-10,19,Monday,FALSE,21310,FALSE
2025-03-10,20,Sunday,TRUE,15758,FALSE
2025-03-10,21,Sunday,TRUE,9281,FALSE
2025-03-10,22,Sunday,TRUE,6145,FALSE
2025-03-10,23,Sunday,TRUE,5431,FALSE
2025-03-11,0,Tuesday,FALSE,6612,FALSE
2025-03-11,1,Tuesday,FALSE,10653,FALSE
2025-03-11,2,Tuesday,FALSE,20137,FALSE
2025-03-11,3,Tuesday,FALSE,34650,FALSE
2025-03-11,4,Tuesday,FALSE,42634,TRUE
2025-03-11,5,Tuesday,FALSE,34708,FALSE
2025-03-11,6,Tuesday,FALSE,27732,FALSE
2025-03-11,7,Tuesday,FALSE,25133,FALSE
2025-03-11,8,Tuesday,FALSE,25616,FALSE
2025-03-11,9,Tuesday,FALSE,25953,FALSE
2025-03-11,10,Tuesday,FALSE,28970,FALSE
2025-03-11,11,Tuesday,FALSE,29671,FALSE
2025-03-11,12,Tuesday,FALSE,30970,FALSE
2025-03-11,13,Tuesday,FALSE,33922,FALSE
2025-03-11,14,Tuesday,FALSE,33887,FALSE
2025-03-11,15,Tuesday,FALSE,32986,FALSE
2025-03-11,16,Tuesday,FALSE,31413,FALSE
2025-03-11,17,Tuesday,FALSE,30283,FALSE
2025-03-11,18,Tuesday,FALSE,28908,FALSE
2025-03-11,19,Tuesday,FALSE,23168,FALSE
2025-03-11,20,Monday,FALSE,14185,FALSE
2025-03-11,21,Monday,FALSE,7923,FALSE
2025-03-11,22,Monday,FALSE,5260,FALSE
2025-03-11,23,Monday,FALSE,4574,FALSE
2025-03-12,0,Wednesday,FALSE,7311,FALSE
2025-03-12,1,Wednesday,FALSE,11344,FALSE
2025-03-12,2,Wednesday,FALSE,20761,FALSE
2025-03-12,3,Wednesday,FALSE,35301,FALSE
2025-03-12,4,Wednesday,FALSE,43975,TRUE
2025-03-12,5,Wednesday,FALSE,36645,FALSE
2025-03-12,6,Wednesday,FALSE,29841,FALSE
2025-03-12,7,Wednesday,FALSE,26815,FALSE
2025-03-12,8,Wednesday,FALSE,27072,FALSE
2025-03-12,9,Wednesday,FALSE,28125,FALSE
2025-03-12,10,Wednesday,FALSE,31760,FALSE
2025-03-12,11,Wednesday,FALSE,31496,FALSE
2025-03-12,12,Wednesday,FALSE,32922,FALSE
2025-03-12,13,Wednesday,FALSE,36578,FALSE
2025-03-12,14,Wednesday,FALSE,36427,FALSE
2025-03-12,15,Wednesday,FALSE,36260,FALSE
2025-03-12,16,Wednesday,FALSE,34813,FALSE
2025-03-12,17,Wednesday,FALSE,33503,FALSE
2025-03-12,18,Wednesday,FALSE,32054,FALSE
2025-03-12,19,Wednesday,FALSE,25778,FALSE
2025-03-12,20,Tuesday,FALSE,14954,FALSE
2025-03-12,21,Tuesday,FALSE,8389,FALSE
2025-03-12,22,Tuesday,FALSE,5826,FALSE
2025-03-12,23,Tuesday,FALSE,4976,FALSE
2025-03-13,0,Thursday,FALSE,8229,FALSE
2025-03-13,1,Thursday,FALSE,12221,FALSE
2025-03-13,2,Thursday,FALSE,21641,FALSE
2025-03-13,3,Thursday,FALSE,36273,FALSE
2025-03-13,4,Thursday,FALSE,44334,TRUE
2025-03-13,5,Thursday,FALSE,37712,TRUE
2025-03-13,6,Thursday,FALSE,30594,FALSE
2025-03-13,7,Thursday,FALSE,28772,FALSE
2025-03-13,8,Thursday,FALSE,29055,FALSE
2025-03-13,9,Thursday,FALSE,29984,FALSE
2025-03-13,10,Thursday,FALSE,33889,FALSE
2025-03-13,11,Thursday,FALSE,35550,FALSE
2025-03-13,12,Thursday,FALSE,35669,FALSE
2025-03-13,13,Thursday,FALSE,39346,TRUE
2025-03-13,14,Thursday,FALSE,40249,TRUE
2025-03-13,15,Thursday,FALSE,40758,TRUE
2025-03-13,16,Thursday,FALSE,37866,TRUE
2025-03-13,17,Thursday,FALSE,37738,TRUE
2025-03-13,18,Thursday,FALSE,37659,TRUE
2025-03-13,19,Thursday,FALSE,31804,FALSE
2025-03-13,20,Wednesday,FALSE,16948,FALSE
2025-03-13,21,Wednesday,FALSE,9920,FALSE
2025-03-13,22,Wednesday,FALSE,6563,FALSE
2025-03-13,23,Wednesday,FALSE,5785,FALSE
2025-03-14,0,Friday,FALSE,9551,FALSE
2025-03-14,1,Friday,FALSE,12844,FALSE
2025-03-14,2,Friday,FALSE,21396,FALSE
2025-03-14,3,Friday,FALSE,35115,FALSE
2025-03-14,4,Friday,FALSE,43125,TRUE
2025-03-14,5,Friday,FALSE,35554,FALSE
2025-03-14,6,Friday,FALSE,30984,FALSE
2025-03-14,7,Friday,FALSE,29822,FALSE
2025-03-14,8,Friday,FALSE,30216,FALSE
2025-03-14,9,Friday,FALSE,31774,FALSE
2025-03-14,10,Friday,FALSE,36266,FALSE
2025-03-14,11,Friday,FALSE,36305,FALSE
2025-03-14,12,Friday,FALSE,37423,TRUE
2025-03-14,13,Friday,FALSE,41564,TRUE
2025-03-14,14,Friday,FALSE,42697,TRUE
2025-03-14,15,Friday,FALSE,42956,TRUE
2025-03-14,16,Friday,FALSE,42433,TRUE
2025-03-14,17,Friday,FALSE,42236,TRUE
2025-03-14,18,Friday,FALSE,44043,TRUE
2025-03-14,19,Friday,FALSE,43416,TRUE
2025-03-14,20,Thursday,FALSE,23771,FALSE
2025-03-14,21,Thursday,FALSE,15417,FALSE
2025-03-14,22,Thursday,FALSE,10036,FALSE
2025-03-14,23,Thursday,FALSE,8112,FALSE
2025-03-15,0,Saturday,TRUE,13483,FALSE
2025-03-15,1,Saturday,TRUE,11822,FALSE
2025-03-15,2,Saturday,TRUE,14334,FALSE
2025-03-15,3,Saturday,TRUE,18762,FALSE
2025-03-15,4,Saturday,TRUE,24318,FALSE
2025-03-15,5,Saturday,TRUE,29372,FALSE
2025-03-15,6,Saturday,TRUE,32092,FALSE
2025-03-15,7,Saturday,TRUE,34768,FALSE
2025-03-15,8,Saturday,TRUE,35512,FALSE
2025-03-15,9,Saturday,TRUE,36668,FALSE
2025-03-15,10,Saturday,TRUE,38273,TRUE
2025-03-15,11,Saturday,TRUE,38707,TRUE
2025-03-15,12,Saturday,TRUE,39386,TRUE
2025-03-15,13,Saturday,TRUE,41308,TRUE
2025-03-15,14,Saturday,TRUE,41942,TRUE
2025-03-15,15,Saturday,TRUE,42276,TRUE
2025-03-15,16,Saturday,TRUE,45466,TRUE
2025-03-15,17,Saturday,TRUE,44880,TRUE
2025-03-15,18,Saturday,TRUE,46715,TRUE
2025-03-15,19,Saturday,TRUE,45999,TRUE
2025-03-15,20,Friday,FALSE,37083,TRUE
2025-03-15,21,Friday,FALSE,28242,FALSE
