scenario,date,hour,is_peak,base_demand_orders,demand_orders,active_workers,total_capacity,fulfilled_orders,unfilled_orders,fulfillment_rate,utilization,wait_pressure_index,service_quality_score,avg_worker_earnings,platform_revenue,worker_cost,platform_margin
baseline,2025-02-02,0,FALSE,11367,11367,11397.706833901844,26011.34031986386,11367,0,1,0.4370017023428608,0.4370017023428608,1,22.366145791904056,159138,90936,68202
baseline,2025-02-02,1,FALSE,13635,13635,11397.706833901844,26011.34031986386,13635,0,1,0.5241944410526003,0.5241944410526003,1,26.82874970287779,190890,109080,81810
baseline,2025-02-02,2,FALSE,17394,17394,11397.706833901844,26011.34031986386,17394,0,1,0.668708332062261,0.668708332062261,1,34.225102481250914,243516,139152,104364
baseline,2025-02-02,3,FALSE,20051,20051,11397.706833901844,26011.34031986386,20051,0,1,0.7708560863619867,0.7708560863619867,1,39.45311773321617,280714,160408,120306
baseline,2025-02-02,4,FALSE,26007,26007,11272.741283610781,25686.429889107098,25686.429889107098,320.57011089290245,0.9876736989697811,1,1.012480134930267,0.987519865069733,51.748285437652456,359610.0184474994,205491.43911285678,154118.5793346426
baseline,2025-02-02,5,FALSE,31639,31639,11397.706833901844,26011.34031986386,26011.34031986386,5627.659680136141,0.8221290280939303,1,1.216354082908927,0.783645917091073,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-02,6,FALSE,33431,33431,11397.706833901844,26011.34031986386,26011.34031986386,7419.659680136141,0.7780604923533205,1,1.2852471110252643,0.7147528889747357,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-02,7,FALSE,34312,34312,11397.706833901844,26011.34031986386,26011.34031986386,8300.659680136141,0.7580828957759344,1,1.31911695353112,0.68088304646888,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-02,8,FALSE,35516,35516,11397.706833901844,26011.34031986386,26011.34031986386,9504.659680136141,0.7323837233884407,1,1.365404456796784,0.634595543203216,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-02,9,FALSE,36555,36555,11397.706833901844,26011.34031986386,26011.34031986386,10543.659680136141,0.7115672362156712,1,1.4053485729870043,0.5946514270129957,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-02,10,TRUE,37134,37134,11397.706833901844,26011.34031986386,26011.34031986386,11122.659680136141,0.7004723520187391,1,1.4276080949062895,0.5723919050937105,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-02,11,TRUE,36989,36989,11397.706833901844,26011.34031986386,26011.34031986386,10977.659680136141,0.703218262723076,1,1.4220336032339296,0.5779663967660704,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-02,12,TRUE,37499,37499,11397.706833901844,26011.34031986386,26011.34031986386,11487.659680136141,0.6936542393094178,1,1.4416404360125747,0.5583595639874253,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-02,13,TRUE,38123,38123,11397.706833901844,26011.34031986386,26011.34031986386,12111.659680136141,0.6823004569384324,1,1.4656299725887993,0.5343700274112007,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-02,14,FALSE,36095,36095,11397.706833901844,26011.34031986386,26011.34031986386,10083.659680136141,0.7206355539510696,1,1.3876639787160694,0.6123360212839306,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-02,15,FALSE,32288,32288,11397.706833901844,26011.34031986386,26011.34031986386,6276.659680136141,0.8056039494506894,1,1.2413047387390068,0.7586952612609932,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-02,16,FALSE,30049,30049,11397.706833901844,26011.34031986386,26011.34031986386,4037.659680136141,0.8656308136664734,1,1.1552268983637393,0.8447731016362607,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-02,17,FALSE,27270,27270,11308.794102816073,25780.16721904085,25780.16721904085,1489.8327809591501,0.9453673347649744,1,1.0577898804263295,0.9422101195736705,51.583310148324045,360922.3410665719,206241.3377523268,154681.00331424508
baseline,2025-02-02,18,FALSE,22622,22622,11397.706833901844,26011.34031986386,22622,0,1,0.8696975904284505,0.8696975904284505,1,44.51191608203163,316708,180976,135732
baseline,2025-02-02,19,TRUE,42186,42186,11397.706833901844,26011.34031986386,26011.34031986386,16174.659680136141,0.6165870269725467,1,1.6218310737253387,0.37816892627466125,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-02,20,FALSE,33131,33131,11397.706833901844,26011.34031986386,26011.34031986386,7119.659680136141,0.7851058018129202,1,1.2737136799790025,0.7262863200209975,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-02,21,FALSE,25112,25112,11303.46560501785,25766.31312476547,25112,0,1,0.9746058692372028,0.9746058692372028,1,50.29709590069601,351568,200896,150672
baseline,2025-02-02,22,FALSE,19263,19263,11397.706833901844,26011.34031986386,19263,0,1,0.7405616074804722,0.7405616074804722,1,37.90261866714593,269682,154104,115578
baseline,2025-02-02,23,FALSE,14945,14945,11397.706833901844,26011.34031986386,14945,0,1,0.5745570899546103,0.5745570899546103,1,29.406356018299125,209230,119560,89670
baseline,2025-02-03,0,FALSE,11995,11995,11397.706833901844,26011.34031986386,11995,0,1,0.46114501799970226,0.46114501799970226,1,23.60182271257932,167930,95960,71970
baseline,2025-02-03,1,FALSE,21846,21846,11397.706833901844,26011.34031986386,21846,0,1,0.8398644487887866,0.8398644487887866,1,42.985028676866015,305844,174768,131076
baseline,2025-02-03,2,FALSE,33983,33983,11397.706833901844,26011.34031986386,26011.34031986386,7971.659680136141,0.7654221322385857,1,1.306468624150386,0.693531375849614,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-03,3,TRUE,42225,42225,11397.706833901844,26011.34031986386,26011.34031986386,16213.659680136141,0.6160175327380428,1,1.623330419761353,0.37666958023864705,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-03,4,FALSE,34475,34475,11397.706833901844,26011.34031986386,26011.34031986386,8463.659680136141,0.7544986314681322,1,1.3253834510662554,0.6746165489337446,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-03,5,FALSE,27700,27700,11322.163359422804,25814.92728621835,25814.92728621835,1885.0727137816502,0.9319468334374855,1,1.0730225846806092,0.9269774153193908,51.522400365616875,361408.9820070569,206519.4182897468,154889.56371731008
baseline,2025-02-03,6,FALSE,25162,25162,11300.97150730119,25759.828470702156,25162,0,1,0.9767922184970256,0.9767922184970256,1,50.421053549256406,352268,201296,150972
baseline,2025-02-03,7,FALSE,24529,24529,11339.066515018183,25858.87549076634,24529,0,1,0.9485717972832496,0.9485717972832496,1,48.79984134795895,343406,196232,147174
baseline,2025-02-03,8,FALSE,26070,26070,11273.758669498156,25689.075092414267,25689.075092414267,380.9249075857333,0.9853883809901905,1,1.0148282842498373,0.9851717157501627,51.74361548002399,359647.0512937997,205512.60073931413,154134.45055448558
baseline,2025-02-03,9,FALSE,28957,28957,11368.1850210721,25934.583606506523,25934.583606506523,3022.416393493477,0.8956239806094044,1,1.116540000770832,0.8834599992291681,51.31382296539064,363084.1704910913,207476.6688520522,155607.50163903914
baseline,2025-02-03,10,FALSE,29348,29348,11384.258414352606,25976.374429035837,25976.374429035837,3371.6255709641628,0.8851156613410057,1,1.1297958489232212,0.8702041510767788,51.24137316433824,363669.2420065017,207810.9954322867,155858.246574215
baseline,2025-02-03,11,FALSE,29965,29965,11397.706833901844,26011.34031986386,26011.34031986386,3953.659680136141,0.8680574109749327,1,1.151997537670786,0.848002462329214,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-03,12,FALSE,33712,33712,11397.706833901844,26011.34031986386,26011.34031986386,7700.659680136141,0.7715751162750314,1,1.2960500914385962,0.7039499085614038,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-03,13,FALSE,33984,33984,11397.706833901844,26011.34031986386,26011.34031986386,7972.659680136141,0.7653996092238659,1,1.3065070689205402,0.6934929310794598,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-03,14,FALSE,30121,30121,11397.706833901844,26011.34031986386,26011.34031986386,4109.659680136141,0.8635616453591799,1,1.1579949218148422,0.8420050781851578,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-03,15,FALSE,27863,27863,11327.663595761123,25829.227900697984,25829.227900697984,2033.7720993020157,0.9270081434410503,1,1.0787391751360502,0.9212608248639498,51.497383258043655,361609.19060977176,206633.82320558387,154975.36740418788
baseline,2025-02-03,16,FALSE,26245,26245,11279.396691447386,25703.733949482266,25703.733949482266,541.2660505177337,0.9793764126303016,1,1.021057876321842,0.9789421236781579,51.71775136266122,359852.2752927517,205629.87159585813,154222.4036968936
baseline,2025-02-03,17,FALSE,24105,24105,11375.594127101356,25953.84728218259,24105,0,1,0.928764037867641,0.928764037867641,1,47.62739271736629,337470,192840,144630
baseline,2025-02-03,18,FALSE,19030,19030,11397.706833901844,26011.34031986386,19030,0,1,0.7316039760345422,0.7316039760345422,1,37.44415891791451,266420,152240,114180
baseline,2025-02-03,19,FALSE,16417,16417,11397.706833901844,26011.34031986386,16417,0,1,0.6311477916216016,0.6311477916216016,1,32.30271975593286,229838,131336,98502
baseline,2025-02-03,20,FALSE,7983,7983,11397.706833901844,26011.34031986386,7983,0,1,0.30690460014102733,0.30690460014102733,1,15.707657416800393,111762,63864,47898
baseline,2025-02-03,21,FALSE,5419,5419,11397.706833901844,26011.34031986386,5419,0,1,0.2083322094656429,0.2083322094656429,1,10.662632536845964,75866,43352,32514
baseline,2025-02-03,22,FALSE,4915,4915,11397.706833901844,26011.34031986386,4915,0,1,0.188956045307923,0.188956045307923,1,9.670942778851801,68810,39320,29490
baseline,2025-02-03,23,FALSE,7542,7542,11397.706833901844,26011.34031986386,7542,0,1,0.2899504565030225,0.2899504565030225,1,14.839928878555503,105588,60336,45252
baseline,2025-02-04,0,FALSE,11192,11192,11397.706833901844,26011.34031986386,11192,0,1,0.43027386756587477,0.43027386756587477,1,22.021809070378303,156688,89536,67152
baseline,2025-02-04,1,FALSE,20878,20878,11397.706833901844,26011.34031986386,20878,0,1,0.8026499112795151,0.8026499112795151,1,41.08035469722644,292292,167024,125268
baseline,2025-02-04,2,FALSE,34618,34618,11397.706833901844,26011.34031986386,26011.34031986386,8606.659680136141,0.751381949271011,1,1.330881053198307,0.6691189468016929,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-04,3,TRUE,41606,41606,11397.706833901844,26011.34031986386,26011.34031986386,15594.659680136141,0.6251824332996169,1,1.5995331070358993,0.40046689296410065,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-04,4,FALSE,34487,34487,11397.706833901844,26011.34031986386,26011.34031986386,8475.659680136141,0.7542360982359689,1,1.325844788308106,0.6741552116918941,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-04,5,FALSE,28202,28202,11339.539382266263,25860.104945611347,25860.104945611347,2341.895054388653,0.9169599654496613,1,1.0905601527648128,0.9094398472351872,51.44345056214401,362041.46923855884,206880.83956489078,155160.62967366807
baseline,2025-02-04,6,FALSE,25290,25290,11294.90901972302,25744.066002998916,25290,0,1,0.9823623042705832,0.9823623042705832,1,50.735793480086706,354060,202320,151740
baseline,2025-02-04,7,FALSE,24948,24948,11312.191388378009,25789.000161501885,24948,0,1,0.9673891908862237,0.9673891908862237,1,49.88615032188901,349272,199584,149688
baseline,2025-02-04,8,FALSE,26747,26747,11293.21553580476,25739.662944811436,25739.662944811436,1007.3370551885637,0.9623383162527176,1,1.039135596194418,0.960864403805582,51.6544673888162,360355.28122736013,205917.3035584915,154437.97766886864
baseline,2025-02-04,9,FALSE,30767,30767,11397.706833901844,26011.34031986386,26011.34031986386,4755.659680136141,0.8454298540599947,1,1.1828302433344593,0.8171697566655407,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-04,10,FALSE,32309,32309,11397.706833901844,26011.34031986386,26011.34031986386,6297.659680136141,0.8050803280777449,1,1.242112078912245,0.7578879210877549,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-04,11,FALSE,33024,33024,11397.706833901844,26011.34031986386,26011.34031986386,7012.659680136141,0.7876495978640946,1,1.2696000895725024,0.7303999104274976,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-04,12,TRUE,38906,38906,11397.706833901844,26011.34031986386,26011.34031986386,12894.659680136141,0.6685688664952413,1,1.4957322276195428,0.5042677723804572,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-04,13,TRUE,39612,39612,11397.706833901844,26011.34031986386,26011.34031986386,13600.659680136141,0.6566530425089331,1,1.5228742353484124,0.4771257646515876,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-04,14,FALSE,36197,36197,11397.706833901844,26011.34031986386,26011.34031986386,10185.659680136141,0.7186048655928353,1,1.3915853452717983,0.6084146547282017,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-04,15,FALSE,34063,34063,11397.706833901844,26011.34031986386,26011.34031986386,8051.659680136141,0.7636244699487379,1,1.3095442057627227,0.6904557942372773,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-04,16,FALSE,31800,31800,11397.706833901844,26011.34031986386,26011.34031986386,5788.659680136141,0.8179666767252786,1,1.2225436909037541,0.7774563090962459,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-02-04,17,FALSE,28908,28908,11366.231316997195,25929.50397591177,25929.50397591177,2978.4960240882283,0.8969663752563917,1,1.1148689935162361,0.8851310064837639,51.32264312945651,363013.0556627648,207436.03180729417,155577.02385547064
baseline,2025-02-04,18,FALSE,22349,22349,11397.706833901844,26011.34031986386,22349,0,1,0.8592021681763523,0.8592021681763523,1,43.97475079645146,312886,178792,134094
baseline,2025-02-04,19,FALSE,12839,12839,11397.706833901844,26011.34031986386,12839,0,1,0.4935924040098522,0.4935924040098522,1,25.262509529537798,179746,102712,77034
baseline,2025-02-04,20,FALSE,6841,6841,11397.706833901844,26011.34031986386,6841,0,1,0.263000672624924,0.263000672624924,1,13.460614354043779,95774,54728,41046
baseline,2025-02-04,21,FALSE,4715,4715,11397.706833901844,26011.34031986386,4715,0,1,0.1812670912770818,0.1812670912770818,1,9.277415097108086,66010,37720,28290
