scenario,date,hour,is_peak,base_demand_orders,demand_orders,active_workers,total_capacity,fulfilled_orders,unfilled_orders,fulfillment_rate,utilization,wait_pressure_index,service_quality_score,avg_worker_earnings,platform_revenue,worker_cost,platform_margin
baseline,2025-03-10,15,FALSE,29698,29698,11397.706833901844,26011.34031986386,26011.34031986386,3686.659680136141,0.8758616849573662,1,1.141732784039613,0.858267215960387,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-10,16,FALSE,28021,28021,11333.124542115766,25843.426361220052,25843.426361220052,2177.573638779948,0.9222877970529264,1,1.0842602528141376,0.9157397471858624,51.47256887906709,361807.96905708074,206747.41088976042,155060.55816732033
baseline,2025-03-10,17,FALSE,26734,26734,11292.84388794118,25738.69666036613,25738.69666036613,995.3033396338687,0.9627701301850128,1,1.038669531436162,0.961330468563838,51.656167339035996,360341.7532451258,205909.57328292905,154432.17996219677
baseline,2025-03-10,18,FALSE,26294,26294,11280.698064869164,25707.11752037889,25707.11752037889,586.8824796211084,0.9776799848018138,1,1.0228295715828843,0.9771704284171157,51.711785055729635,359899.64528530446,205656.94016303113,154242.70512227333
baseline,2025-03-10,19,FALSE,21310,21310,11397.706833901844,26011.34031986386,21310,0,1,0.8192580519861321,0.8192580519861321,1,41.93037448979286,298340,170480,127860
baseline,2025-03-10,20,FALSE,15758,15758,11397.706833901844,26011.34031986386,15758,0,1,0.6058126880899798,0.6058126880899798,1,31.006046044587325,220612,126064,94548
baseline,2025-03-10,21,FALSE,9281,9281,11397.706833901844,26011.34031986386,9281,0,1,0.35680591180118687,0.35680591180118687,1,18.2616520713171,129934,74248,55686
baseline,2025-03-10,22,FALSE,6145,6145,11397.706833901844,26011.34031986386,6145,0,1,0.23624311259759653,0.23624311259759653,1,12.09113802157565,86030,49160,36870
baseline,2025-03-10,23,FALSE,5431,5431,11397.706833901844,26011.34031986386,5431,0,1,0.20879354670749337,0.20879354670749337,1,10.686244197750588,76034,43448,32586
baseline,2025-03-11,0,FALSE,6612,6612,11397.706833901844,26011.34031986386,6612,0,1,0.25419682025961077,0.25419682025961077,1,13.010025158447224,92568,52896,39672
baseline,2025-03-11,1,FALSE,10653,10653,11397.706833901844,26011.34031986386,10653,0,1,0.4095521364527577,0.4095521364527577,1,20.961251968078994,149142,85224,63918
baseline,2025-03-11,2,FALSE,20137,20137,11397.706833901844,26011.34031986386,20137,0,1,0.7741623365952484,0.7741623365952484,1,39.62233463636596,281918,161096,120822
baseline,2025-03-11,3,FALSE,34650,34650,11397.706833901844,26011.34031986386,26011.34031986386,8638.659680136141,0.7506880323193033,1,1.3321112858432416,0.6678887141567584,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-11,4,TRUE,42634,42634,11397.706833901844,26011.34031986386,26011.34031986386,16622.65968013614,0.6101079026097448,1,1.6390543307544232,0.3609456692455768,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-11,5,FALSE,34708,34708,11397.706833901844,26011.34031986386,26011.34031986386,8696.659680136141,0.7494335692020243,1,1.3343410825121855,0.6656589174878145,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-11,6,FALSE,27732,27732,11323.232556803712,25817.707199408713,25817.707199408713,1914.2928005912872,0.9309717005412056,1,1.0741465067291154,0.9258534932708846,51.51753535774455,361447.900791722,206541.6575952697,154906.2431964523
baseline,2025-03-11,7,FALSE,25133,25133,11302.409099930826,25763.56621153921,25133,0,1,0.9755248863312724,0.9755248863312724,1,50.349230201454304,351862,201064,150798
baseline,2025-03-11,8,FALSE,25616,25616,11281.310901876019,25708.710896596713,25616,0,1,0.9963937944236253,0.9963937944236253,1,51.52250270837679,358624,204928,153696
baseline,2025-03-11,9,FALSE,25953,25953,11271.743683797535,25683.83612959265,25683.83612959265,269.16387040734844,0.9896287954992737,1,1.0104798936206114,0.9895201063793886,51.75286539274518,359573.70581429714,205470.6890367412,154103.01677755592
baseline,2025-03-11,10,FALSE,28970,28970,11368.705596733,25935.937103224864,25935.937103224864,3034.0628967751363,0.8952687988686525,1,1.1169829678680814,0.8830170321319186,51.31147329355895,363103.1194451481,207487.4968257989,155615.6226193492
baseline,2025-03-11,11,FALSE,29671,29671,11397.706833901844,26011.34031986386,26011.34031986386,3659.659680136141,0.8766587010840167,1,1.1406947752454495,0.8593052247545505,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-11,12,FALSE,30970,30970,11397.706833901844,26011.34031986386,26011.34031986386,4958.659680136141,0.8398882893078418,1,1.1906345316757632,0.8093654683242368,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-11,13,FALSE,33922,33922,11397.706833901844,26011.34031986386,26011.34031986386,7910.659680136141,0.766798547251455,1,1.3041234931709795,0.6958765068290205,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-11,14,FALSE,33887,33887,11397.706833901844,26011.34031986386,26011.34031986386,7875.659680136141,0.7675905308780316,1,1.3027779262155823,0.6972220737844177,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-11,15,FALSE,32986,32986,11397.706833901844,26011.34031986386,26011.34031986386,6974.659680136141,0.7885569732572564,1,1.2681391883066426,0.7318608116933574,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-11,16,FALSE,31413,31413,11397.706833901844,26011.34031986386,26011.34031986386,5401.659680136141,0.8280438137033668,1,1.2076655648540764,0.7923344351459236,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-11,17,FALSE,30283,30283,11397.706833901844,26011.34031986386,26011.34031986386,4271.659680136141,0.8589419912116982,1,1.1642229745798236,0.8357770254201764,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-11,18,FALSE,28908,28908,11366.231316997195,25929.50397591177,25929.50397591177,2978.4960240882283,0.8969663752563917,1,1.1148689935162361,0.8851310064837639,51.32264312945651,363013.0556627648,207436.03180729417,155577.02385547064
baseline,2025-03-11,19,FALSE,23168,23168,11397.706833901844,26011.34031986386,23168,0,1,0.890688434932647,0.890688434932647,1,45.58624665319198,324352,185344,139008
baseline,2025-03-11,20,FALSE,14185,14185,11397.706833901844,26011.34031986386,14185,0,1,0.5453390646374137,0.5453390646374137,1,27.910950827673005,198590,113480,85110
baseline,2025-03-11,21,FALSE,7923,7923,11397.706833901844,26011.34031986386,7923,0,1,0.304597913931775,0.304597913931775,1,15.589599112277279,110922,63384,47538
baseline,2025-03-11,22,FALSE,5260,5260,11397.706833901844,26011.34031986386,5260,0,1,0.20221949101112413,0.20221949101112413,1,10.34977802985971,73640,42080,31560
baseline,2025-03-11,23,FALSE,4574,4574,11397.706833901844,26011.34031986386,4574,0,1,0.17584637868533873,0.17584637868533873,1,8.999978081478767,64036,36592,27444
baseline,2025-03-12,0,FALSE,7311,7311,11397.706833901844,26011.34031986386,7311,0,1,0.2810697145974008,0.2810697145974008,1,14.385404406141511,102354,58488,43866
baseline,2025-03-12,1,FALSE,11344,11344,11397.706833901844,26011.34031986386,11344,0,1,0.43611747262931405,0.43611747262931405,1,22.32089010850353,158816,90752,68064
baseline,2025-03-12,2,FALSE,20761,20761,11397.706833901844,26011.34031986386,20761,0,1,0.798151873171473,0.798151873171473,1,40.85014100340636,290654,166088,124566
baseline,2025-03-12,3,FALSE,35301,35301,11397.706833901844,26011.34031986386,26011.34031986386,9289.659680136141,0.7368442910927129,1,1.3571388312136297,0.6428611687863703,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-12,4,TRUE,43975,43975,11397.706833901844,26011.34031986386,26011.34031986386,17963.65968013614,0.5915029066484107,1,1.6906087675312136,0.3093912324687864,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-12,5,FALSE,36645,36645,11397.706833901844,26011.34031986386,26011.34031986386,10633.659680136141,0.7098196294136678,1,1.4088086023008828,0.5911913976991172,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-12,6,FALSE,29841,29841,11397.706833901844,26011.34031986386,26011.34031986386,3829.659680136141,0.8716644991744197,1,1.1472303861716644,0.8527696138283356,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-12,7,FALSE,26815,26815,11295.171698369371,25744.748967479427,25744.748967479427,1070.251032520573,0.96008759901098,1,1.041571624329004,0.9584283756709959,51.64552157213459,360426.485544712,205957.99173983542,154468.49380487658
baseline,2025-03-12,8,FALSE,27072,27072,11302.75102846071,25764.45522571691,25764.45522571691,1307.544774283091,0.9517012125338693,1,1.0507499484397387,0.9492500515602613,51.61088943215832,360702.37316003675,206115.64180573527,154586.73135430148
baseline,2025-03-12,9,FALSE,28125,28125,11336.78951405162,25852.955288253273,25852.955288253273,2272.0447117467265,0.9192161880267831,1,1.087883365225138,0.9121166347748619,51.455928760612544,361941.37403554586,206823.6423060262,155117.73172951967
baseline,2025-03-12,10,FALSE,31760,31760,11397.706833901844,26011.34031986386,26011.34031986386,5748.659680136141,0.8189968614566706,1,1.221005900097586,0.7789940999024141,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-12,11,FALSE,31496,31496,11397.706833901844,26011.34031986386,26011.34031986386,5484.659680136141,0.8258617068790913,1,1.2108564807768756,0.7891435192231244,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-12,12,FALSE,32922,32922,11397.706833901844,26011.34031986386,26011.34031986386,6910.659680136141,0.7900899191988293,1,1.2656787230167734,0.7343212769832266,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-12,13,FALSE,36578,36578,11397.706833901844,26011.34031986386,26011.34031986386,10566.659680136141,0.7111198075308617,1,1.406232802700551,0.5937671972994489,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-12,14,FALSE,36427,36427,11397.706833901844,26011.34031986386,26011.34031986386,10415.659680136141,0.7140675960102083,1,1.400427642407266,0.5995723575927341,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-12,15,FALSE,36260,36260,11397.706833901844,26011.34031986386,26011.34031986386,10248.659680136141,0.7173563243205697,1,1.3940073657915135,0.6059926342084865,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-12,16,FALSE,34813,34813,11397.706833901844,26011.34031986386,26011.34031986386,8801.659680136141,0.747173191619908,1,1.3383777833783772,0.6616222166216228,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-12,17,FALSE,33503,33503,11397.706833901844,26011.34031986386,26011.34031986386,7491.659680136141,0.7763883926771888,1,1.2880151344763673,0.7119848655236327,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-12,18,FALSE,32054,32054,11397.706833901844,26011.34031986386,26011.34031986386,6042.659680136141,0.8114850040514089,1,1.2323086625229225,0.7676913374770775,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-12,19,FALSE,25778,25778,11275.398752301795,25693.33930770373,25693.33930770373,84.66069229627101,0.9967157773180126,1,1.0032950443413513,0.9967049556586487,51.736089022130024,359706.7503078522,205546.71446162983,154160.0358462224
baseline,2025-03-12,20,FALSE,14954,14954,11397.706833901844,26011.34031986386,14954,0,1,0.5749030928859982,0.5749030928859982,1,29.424064763977583,209356,119632,89724
baseline,2025-03-12,21,FALSE,8389,8389,11397.706833901844,26011.34031986386,8389,0,1,0.322513176823635,0.322513176823635,1,16.506518610740137,117446,67112,50334
baseline,2025-03-12,22,FALSE,5826,5826,11397.706833901844,26011.34031986386,5826,0,1,0.22397923091840477,0.22397923091840477,1,11.463461369194425,81564,46608,34956
baseline,2025-03-12,23,FALSE,4976,4976,11397.706833901844,26011.34031986386,4976,0,1,0.1913011762873296,0.1913011762873296,1,9.790968721783635,69664,39808,29856
baseline,2025-03-13,0,FALSE,8229,8229,11397.706833901844,26011.34031986386,8229,0,1,0.31636201359896204,0.31636201359896204,1,16.191696465345164,115206,65832,49374
baseline,2025-03-13,1,FALSE,12221,12221,11397.706833901844,26011.34031986386,12221,0,1,0.4698335360545528,0.4698335360545528,1,24.046508992949718,171094,97768,73326
baseline,2025-03-13,2,FALSE,21641,21641,11397.706833901844,26011.34031986386,21641,0,1,0.8319832709071744,0.8319832709071744,1,42.581662803078714,302974,173128,129846
baseline,2025-03-13,3,FALSE,36273,36273,11397.706833901844,26011.34031986386,26011.34031986386,10261.659680136141,0.7170992286236004,1,1.394507147803518,0.605492852196482,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-13,4,TRUE,44334,44334,11397.706833901844,26011.34031986386,26011.34031986386,18322.65968013614,0.5867131393482171,1,1.7044104400165736,0.2955895599834264,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-13,5,TRUE,37712,37712,11397.706833901844,26011.34031986386,26011.34031986386,11700.659680136141,0.6897364319013539,1,1.4498291720554206,0.5501708279445794,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-13,6,FALSE,30594,30594,11397.706833901844,26011.34031986386,26011.34031986386,4582.659680136141,0.8502105092457298,1,1.1761792980977817,0.8238207019022183,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-13,7,FALSE,28772,28772,11360.878570134862,25915.586834069705,25915.586834069705,2856.413165930295,0.9007224674707947,1,1.1102198913811643,0.8897801086188357,51.34682410413042,362818.2156769759,207324.69467255764,155493.52100441826
baseline,2025-03-13,8,FALSE,29055,29055,11372.132653787194,25944.847451565765,25944.847451565765,3110.1525484342346,0.8929563741719416,1,1.1198755380712997,0.8801244619287003,51.296010288345656,363227.86432192073,207558.77961252612,155669.0847093946
baseline,2025-03-13,9,FALSE,29984,29984,11397.706833901844,26011.34031986386,26011.34031986386,3972.659680136141,0.8675073479143496,1,1.1527279883037158,0.8472720116962842,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-13,10,FALSE,33889,33889,11397.706833901844,26011.34031986386,26011.34031986386,7877.659680136141,0.767545230601784,1,1.3028548157558908,0.6971451842441092,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-13,11,FALSE,35550,35550,11397.706833901844,26011.34031986386,26011.34031986386,9538.659680136141,0.7316832720074222,1,1.366711578982027,0.633288421017973,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-13,12,FALSE,35669,35669,11397.706833901844,26011.34031986386,26011.34031986386,9657.659680136141,0.7292422080760285,1,1.3712865066303777,0.6287134933696223,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-13,13,TRUE,39346,39346,11397.706833901844,26011.34031986386,26011.34031986386,13334.659680136141,0.6610923682169435,1,1.5126479264873935,0.48735207351260645,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-13,14,TRUE,40249,40249,11397.706833901844,26011.34031986386,26011.34031986386,14237.659680136141,0.6462605361590067,1,1.5473635539366415,0.4526364460633585,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-13,15,TRUE,40758,40758,11397.706833901844,26011.34031986386,26011.34031986386,14746.659680136141,0.6381898110766931,1,1.5669319419451324,0.4330680580548676,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-13,16,TRUE,37866,37866,11397.706833901844,26011.34031986386,26011.34031986386,11854.659680136141,0.6869312924487365,1,1.4557496666591685,0.5442503333408315,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-13,17,TRUE,37738,37738,11397.706833901844,26011.34031986386,26011.34031986386,11726.659680136141,0.6892612305862489,1,1.45082873607943,0.5491712639205699,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-13,18,TRUE,37659,37659,11397.706833901844,26011.34031986386,26011.34031986386,11647.659680136141,0.6907071435742813,1,1.4477915992372479,0.5522084007627521,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-13,19,FALSE,31804,31804,11397.706833901844,26011.34031986386,26011.34031986386,5792.659680136141,0.8178638007754955,1,1.222697469984371,0.7773025300156291,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-13,20,FALSE,16948,16948,11397.706833901844,26011.34031986386,16948,0,1,0.6515619645734851,0.6515619645734851,1,33.34753575096243,237272,135584,101688
baseline,2025-03-13,21,FALSE,9920,9920,11397.706833901844,26011.34031986386,9920,0,1,0.3813721199297246,0.3813721199297246,1,19.518973014488278,138880,79360,59520
baseline,2025-03-13,22,FALSE,6563,6563,11397.706833901844,26011.34031986386,6563,0,1,0.2523130265220547,0.2523130265220547,1,12.913610876420018,91882,52504,39378
baseline,2025-03-13,23,FALSE,5785,5785,11397.706833901844,26011.34031986386,5785,0,1,0.22240299534208233,0.22240299534208233,1,11.382788194436964,80990,46280,34710
baseline,2025-03-14,0,FALSE,9551,9551,11397.706833901844,26011.34031986386,9551,0,1,0.3671859997428225,0.3671859997428225,1,18.792914441671122,133714,76408,57306
baseline,2025-03-14,1,FALSE,12844,12844,11397.706833901844,26011.34031986386,12844,0,1,0.4937846278606232,0.4937846278606232,1,25.272347721581397,179816,102752,77064
baseline,2025-03-14,2,FALSE,21396,21396,11397.706833901844,26011.34031986386,21396,0,1,0.8225643022193938,0.8225643022193938,1,42.099591392942656,299544,171168,128376
baseline,2025-03-14,3,FALSE,35115,35115,11397.706833901844,26011.34031986386,26011.34031986386,9103.659680136141,0.7407472681151605,1,1.3499881039649475,0.6500118960350525,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-14,4,TRUE,43125,43125,11397.706833901844,26011.34031986386,26011.34031986386,17113.65968013614,0.6031615146635098,1,1.6579307129001384,0.3420692870998616,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-14,5,FALSE,35554,35554,11397.706833901844,26011.34031986386,26011.34031986386,9542.659680136141,0.7316009540379101,1,1.366865358062644,0.633134641937356,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-14,6,FALSE,30984,30984,11397.706833901844,26011.34031986386,26011.34031986386,4972.659680136141,0.8395087890480203,1,1.191172758457922,0.8088272415420781,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-14,7,FALSE,29822,29822,11397.706833901844,26011.34031986386,26011.34031986386,3810.659680136141,0.8722198484294769,1,1.1464999355387344,0.8535000644612656,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-14,8,FALSE,30216,30216,11397.706833901844,26011.34031986386,26011.34031986386,4204.659680136141,0.8608465819388357,1,1.1616471749794917,0.8383528250205083,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-14,9,FALSE,31774,31774,11397.706833901844,26011.34031986386,26011.34031986386,5762.659680136141,0.8186360017581626,1,1.221544126879745,0.7784558731202551,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-14,10,FALSE,36266,36266,11397.706833901844,26011.34031986386,26011.34031986386,10254.659680136141,0.7172376418646628,1,1.3942380344124388,0.6057619655875612,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-14,11,FALSE,36305,36305,11397.706833901844,26011.34031986386,26011.34031986386,10293.659680136141,0.7164671620951345,1,1.3957373804484527,0.6042626195515473,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-14,12,TRUE,37423,37423,11397.706833901844,26011.34031986386,26011.34031986386,11411.659680136141,0.6950629377619073,1,1.438718633480855,0.561281366519145,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-14,13,TRUE,41564,41564,11397.706833901844,26011.34031986386,26011.34031986386,15552.659680136141,0.6258141738009783,1,1.5979184266894226,0.40208157331057737,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-14,14,TRUE,42697,42697,11397.706833901844,26011.34031986386,26011.34031986386,16685.65968013614,0.6092076801616942,1,1.6414763512741382,0.35852364872586184,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-14,15,TRUE,42956,42956,11397.706833901844,26011.34031986386,26011.34031986386,16944.65968013614,0.6055345078653473,1,1.6514335467440775,0.3485664532559225,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-14,16,TRUE,42433,42433,11397.706833901844,26011.34031986386,26011.34031986386,16421.65968013614,0.6129979101139175,1,1.6313269319534278,0.3686730680465722,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-14,17,TRUE,42236,42236,11397.706833901844,26011.34031986386,26011.34031986386,16224.659680136141,0.6158570963127157,1,1.6237533122330492,0.3762466877669508,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-14,18,TRUE,44043,44043,11397.706833901844,26011.34031986386,26011.34031986386,18031.65968013614,0.5905896582853997,1,1.6932230119016995,0.30677698809830045,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-14,19,TRUE,43416,43416,11397.706833901844,26011.34031986386,26011.34031986386,17404.65968013614,0.599118765428963,1,1.6691181410150122,0.3308818589849878,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-14,20,FALSE,23771,23771,11397.706833901844,26011.34031986386,23771,0,1,0.9138706313356334,0.9138706313356334,1,46.772732613649275,332794,190168,142626
baseline,2025-03-14,21,FALSE,15417,15417,11397.706833901844,26011.34031986386,15417,0,1,0.5927030214673955,0.5927030214673955,1,30.335081347214288,215838,123336,92502
baseline,2025-03-14,22,FALSE,10036,10036,11397.706833901844,26011.34031986386,10036,0,1,0.3858317132676125,0.3858317132676125,1,19.747219069899632,140504,80288,60216
baseline,2025-03-14,23,FALSE,8112,8112,11397.706833901844,26011.34031986386,8112,0,1,0.31186397549091993,0.31186397549091993,1,15.96148277152509,113568,64896,48672
baseline,2025-03-15,0,FALSE,13483,13483,11397.706833901844,26011.34031986386,13483,0,1,0.518350835989161,0.518350835989161,1,26.52966866475256,188762,107864,80898
baseline,2025-03-15,1,FALSE,11822,11822,11397.706833901844,26011.34031986386,11822,0,1,0.4544940727630246,0.4544940727630246,1,23.261421267871008,165508,94576,70932
baseline,2025-03-15,2,FALSE,14334,14334,11397.706833901844,26011.34031986386,14334,0,1,0.5510673353903903,0.5510673353903903,1,28.204128950572073,200676,114672,86004
baseline,2025-03-15,3,FALSE,18762,18762,11397.706833901844,26011.34031986386,18762,0,1,0.721300777633215,0.721300777633215,1,36.91683182437792,262668,150096,112572
baseline,2025-03-15,4,FALSE,24318,24318,11355.8012625932,25902.385834461384,24318,0,1,0.9388324363405373,0.9388324363405373,1,48.2276174499834,340452,194544,145908
baseline,2025-03-15,5,FALSE,29372,29372,11385.27330995579,25979.013157604117,25979.013157604117,3392.9868423958833,0.8844822673840432,1,1.1306049164305052,0.8693950835694948,51.236805452794584,363706.18420645763,207832.10526083293,155874.0789456247
baseline,2025-03-15,6,FALSE,32092,32092,11397.706833901844,26011.34031986386,26011.34031986386,6080.659680136141,0.8105241281273794,1,1.2337695637887824,0.7662304362112176,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-15,7,FALSE,34768,34768,11397.706833901844,26011.34031986386,26011.34031986386,8756.659680136141,0.748140253102389,1,1.336647768721438,0.663352231278562,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-15,8,FALSE,35512,35512,11397.706833901844,26011.34031986386,26011.34031986386,9500.659680136141,0.7324662176127467,1,1.3652506777161673,0.6347493222838327,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-15,9,FALSE,36668,36668,11397.706833901844,26011.34031986386,26011.34031986386,10656.659680136141,0.7093743951091922,1,1.4096928320144295,0.5903071679855705,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-15,10,TRUE,38273,38273,11397.706833901844,26011.34031986386,26011.34031986386,12261.659680136141,0.6796263768156104,1,1.4713966881119303,0.5286033118880697,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-15,11,TRUE,38707,38707,11397.706833901844,26011.34031986386,26011.34031986386,12695.659680136141,0.6720061053521033,1,1.4880817183588557,0.5119182816411443,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-15,12,TRUE,39386,39386,11397.706833901844,26011.34031986386,26011.34031986386,13374.659680136141,0.6604209698843208,1,1.5141857172935618,0.4858142827064382,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-15,13,TRUE,41308,41308,11397.706833901844,26011.34031986386,26011.34031986386,15296.659680136141,0.6296925612439203,1,1.5880765655299458,0.4119234344700542,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-15,14,TRUE,41942,41942,11397.706833901844,26011.34031986386,26011.34031986386,15930.659680136141,0.6201740575047413,1,1.6124505498077124,0.3875494501922876,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-15,15,TRUE,42276,42276,11397.706833901844,26011.34031986386,26011.34031986386,16264.659680136141,0.6152743949253444,1,1.6252911030392174,0.3747088969607826,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-15,16,TRUE,45466,45466,11397.706833901844,26011.34031986386,26011.34031986386,19454.65968013614,0.5721053164972476,1,1.7479299198311349,0.2520700801688651,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-15,17,TRUE,44880,44880,11397.706833901844,26011.34031986386,26011.34031986386,18868.65968013614,0.5795753190700503,1,1.72540128452077,0.27459871547923,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-15,18,TRUE,46715,46715,11397.706833901844,26011.34031986386,26011.34031986386,20703.65968013614,0.5568091687865537,1,1.7959474377537383,0.20405256224626167,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-15,19,TRUE,45999,45999,11397.706833901844,26011.34031986386,26011.34031986386,19987.65968013614,0.5654762129581917,1,1.7684209823233268,0.23157901767667322,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-15,20,TRUE,37083,37083,11397.706833901844,26011.34031986386,26011.34031986386,11071.659680136141,0.7014357069240315,1,1.425647411628425,0.574352588371575,51.18091227561426,364158.764478094,208090.72255891087,156068.04191918313
baseline,2025-03-15,21,FALSE,28242,28242,11340.98017876845,25863.851016517034,25863.851016517034,2378.1489834829663,0.9157938891196457,1,1.0919487582094503,0.9080512417905497,51.43691501208907,362093.9142312385,206910.80813213627,155183.1060991022
baseline,2025-03-15,22,FALSE,21439,21439,11397.706833901844,26011.34031986386,21439,0,1,0.8242174273360248,0.8242174273360248,1,42.18419984451756,300146,171512,128634
baseline,2025-03-15,23,FALSE,16294,16294,11397.706833901844,26011.34031986386,16294,0,1,0.6264190848926343,0.6264190848926343,1,32.06070023166048,228116,130352,97764
baseline,2025-03-16,0,FALSE,14915,14915,11397.706833901844,26011.34031986386,14915,0,1,0.5734037468499841,0.5734037468499841,1,29.347326866037566,208810,119320,89490
baseline,2025-03-16,1,FALSE,12562,12562,11397.706833901844,26011.34031986386,12562,0,1,0.4829432026771371,0.4829432026771371,1,24.717473690322752,175868,100496,75372
baseline,2025-03-16,2,FALSE,14651,14651,11397.706833901844,26011.34031986386,14651,0,1,0.5632543275292736,0.5632543275292736,1,28.827870326135862,205114,117208,87906
